PM10 measurements at city  level;;;;;;;;;;;
PM10: percentage of population and exceedances. Results are shown at city level.;;;;;;;;;;;
;;;;;;;;;;;
tot_pop_exc: sum of total population assigned to each stations for stations having above_DLV?=1;;;;;;;;;;;
nb_of_station_exc: count of stations having above_DLV?=1;;;;;;;;;;;
tot_pop_no_exc: sum of total population assigned to each stations for stations having above_DLV?=0;;;;;;;;;;;
nb_of_station_no_exc: count of stations having above_DLV?=0;;;;;;;;;;;
percentage_pop_exc=(tot_pop_exc)/(tot_pop_exc+tot_pop_no_exc)*100;;;;;;;;;;;
percentage_pop_no_exc=(tot_pop_no_exc)/(tot_pop_exc+tot_pop_no_exc)*100;;;;;;;;;;;
Note: one station (station_european_code) can be counted several times if the same station shows several concentration statistics for the same year (distinct measurements recorded under different measurement_european_group_code);;;;;;;;;;;
;;;;;;;;;;;
country_iso_code;city_code;city_name;component_caption;component_name;statistics_year;tot_pop_exc;nb_of_station_exc;tot_pop_no_exc;nb_of_station_no_exc;percentage_pop_exc;percentage_pop_no_exc
BE;BE004C1;Charleroi;PM10;Particulate matter < 10 µm (aerosol);2012;0;0;203599;3;0;100
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);1999;334996,242;1;0;0;100;0
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2000;334996,242;1;0;0;100;0
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2001;334996,242;1;0;0;100;0
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2002;334996,242;1;0;0;100;0
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2003;334996,242;1;0;0;100;0
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2004;334996,242;1;0;0;100;0
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2005;0;0;334996,242;1;0;100
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2006;334996,242;1;0;0;100;0
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2007;0;0;334996,242;1;0;100
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2008;0;0;334996,242;3;0;100
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2009;66999,2484;1;267996,9936;4;20;80
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2010;200997,7452;3;133998,4968;2;60;40
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2011;200997,7452;3;133998,4968;2;60;40
BE;BE005C1;Liège;PM10;Particulate matter < 10 µm (aerosol);2012;66999,2484;1;267996,9936;4;20;80
BE;BE009C1;Mons;PM10;Particulate matter < 10 µm (aerosol);2007;0;0;84481,758;1;0;100
BE;BE009C1;Mons;PM10;Particulate matter < 10 µm (aerosol);2008;0;0;84481,758;1;0;100
BE;BE009C1;Mons;PM10;Particulate matter < 10 µm (aerosol);2009;0;0;84481,758;1;0;100
BE;BE009C1;Mons;PM10;Particulate matter < 10 µm (aerosol);2010;0;0;84481,758;1;0;100
BE;BE009C1;Mons;PM10;Particulate matter < 10 µm (aerosol);2011;0;0;84481,758;1;0;100
BE;BE009C1;Mons;PM10;Particulate matter < 10 µm (aerosol);2012;84481,758;1;0;0;100;0
BE;BE010C1;Kortrijk;PM10;Particulate matter < 10 µm (aerosol);2003;66331,232;1;0;0;100;0
BE;BE010C1;Kortrijk;PM10;Particulate matter < 10 µm (aerosol);2004;66331,232;1;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2000;1108747,492;1;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2003;1108747,492;3;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2004;1150153;3;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2005;1150153;3;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2006;1150153;4;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2007;1150153;3;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2008;1150153;4;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2009;1150153;5;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2010;1150153;5;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2011;1150153;5;0;0;100;0
BG;BG001C1;Sofia;PM10;Particulate matter < 10 µm (aerosol);2012;1150153;5;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2003;330761,896;1;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2004;330761,896;1;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2005;330761,896;1;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2006;330761,896;1;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2007;330761,896;1;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2008;330761,896;1;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2009;343114;2;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2010;343114;2;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2011;343114;2;0;0;100;0
BG;BG002C1;Plovdiv;PM10;Particulate matter < 10 µm (aerosol);2012;343114;2;0;0;100;0
BG;BG003C1;Varna;PM10;Particulate matter < 10 µm (aerosol);2007;11218,248;1;0;0;100;0
BG;BG003C1;Varna;PM10;Particulate matter < 10 µm (aerosol);2009;11218,248;1;0;0;100;0
BG;BG003C1;Varna;PM10;Particulate matter < 10 µm (aerosol);2010;311618;2;0;0;100;0
BG;BG003C1;Varna;PM10;Particulate matter < 10 µm (aerosol);2011;311618;2;0;0;100;0
BG;BG003C1;Varna;PM10;Particulate matter < 10 µm (aerosol);2012;300399,752;1;11218,248;1;96,4;3,6
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2001;0;0;185854,38;1;0;100
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2005;0;0;185854,38;2;0;100
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2006;92927,19;1;92927,19;1;50;50
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2007;185854,38;1;0;0;100;0
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2008;185854,38;1;0;0;100;0
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2009;185854,38;3;0;0;100;0
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2010;185854,38;3;0;0;100;0
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2011;185854,38;3;0;0;100;0
BG;BG004C1;Burgas;PM10;Particulate matter < 10 µm (aerosol);2012;123902,92;2;61951,46;1;66,6666666666667;33,3333333333333
BG;BG005C1;Pleven;PM10;Particulate matter < 10 µm (aerosol);2006;109169,144;1;0;0;100;0
BG;BG005C1;Pleven;PM10;Particulate matter < 10 µm (aerosol);2007;0;0;109169,144;1;0;100
BG;BG005C1;Pleven;PM10;Particulate matter < 10 µm (aerosol);2008;109169,144;1;0;0;100;0
BG;BG005C1;Pleven;PM10;Particulate matter < 10 µm (aerosol);2009;109169,144;1;0;0;100;0
BG;BG005C1;Pleven;PM10;Particulate matter < 10 µm (aerosol);2010;109169,144;1;0;0;100;0
BG;BG005C1;Pleven;PM10;Particulate matter < 10 µm (aerosol);2011;109169,144;1;0;0;100;0
BG;BG005C1;Pleven;PM10;Particulate matter < 10 µm (aerosol);2012;109169,144;1;0;0;100;0
BG;BG006C1;Ruse;PM10;Particulate matter < 10 µm (aerosol);2005;151703,716;1;0;0;100;0
BG;BG006C1;Ruse;PM10;Particulate matter < 10 µm (aerosol);2006;151703,716;1;0;0;100;0
BG;BG006C1;Ruse;PM10;Particulate matter < 10 µm (aerosol);2007;151703,716;1;0;0;100;0
BG;BG006C1;Ruse;PM10;Particulate matter < 10 µm (aerosol);2008;151703,716;1;0;0;100;0
